id_cancelamento,id_usuario,motivo,data_cancelamento
5149,868,Muito caro,2025-03-13
5150,94,Muito caro,2025-05-10
5151,31,Problemas técnicos,2024-09-09
5152,478,Muito caro,2023-11-22
5153,210,Problemas técnicos,2025-05-15
5154,986,Muito caro,2024-10-13
5155,907,Não usa mais,2024-04-12
5156,380,Não usa mais,2023-09-18
5157,297,Pouco conteúdo,2025-04-02
5158,835,Pouco conteúdo,2024-01-07
5159,440,Muito caro,2024-08-31
5160,658,Não usa mais,2022-08-25
5161,994,Não usa mais,2024-08-10
5162,279,Não usa mais,2023-08-25
5163,558,Problemas técnicos,2023-01-09
5164,561,Não usa mais,2025-05-05
5165,988,Pouco conteúdo,2023-12-19
5166,291,Não usa mais,2024-05-28
5167,444,Problemas técnicos,2023-04-09
5168,301,Não usa mais,2024-12-31
5169,154,Muito caro,2025-03-27
5170,24,Muito caro,2024-07-02
5171,501,Problemas técnicos,2025-02-08
5172,592,Não usa mais,2022-12-07
5173,442,Não usa mais,2025-01-23
5174,309,Não usa mais,2023-08-26
5175,787,Problemas técnicos,2025-01-02
5176,99,Problemas técnicos,2023-12-05
5177,95,Problemas técnicos,2023-11-25
5178,905,Problemas técnicos,2025-01-09
5179,247,Problemas técnicos,2022-11-17
5180,344,Pouco conteúdo,2023-02-18
5181,229,Problemas técnicos,2024-05-03
5182,36,Não usa mais,2023-01-11
5183,661,Pouco conteúdo,2025-01-16
5184,710,Não usa mais,2023-09-17
5185,335,Problemas técnicos,2023-09-09
5186,678,Não usa mais,2025-05-25
5187,638,Muito caro,2022-12-15
5188,478,Problemas técnicos,2023-04-29
5189,858,Não usa mais,2022-06-18
5190,480,Pouco conteúdo,2024-12-24
5191,49,Pouco conteúdo,2025-04-04
5192,317,Pouco conteúdo,2024-01-29
5193,721,Pouco conteúdo,2025-06-11
5194,930,Problemas técnicos,2023-12-02
5195,335,Pouco conteúdo,2025-04-10
5196,931,Problemas técnicos,2024-06-08
5197,613,Muito caro,2024-08-30
5198,706,Problemas técnicos,2023-12-06
5199,777,Problemas técnicos,2024-01-31
5200,13,Não usa mais,2023-05-16
5201,275,Não usa mais,2022-07-31
5202,254,Não usa mais,2024-06-16
5203,24,Problemas técnicos,2024-05-08
5204,462,Não usa mais,2025-05-03
5205,246,Problemas técnicos,2023-02-07
5206,149,Não usa mais,2024-02-26
5207,70,Não usa mais,2024-05-10
5208,146,Problemas técnicos,2022-11-28
5209,634,Não usa mais,2023-05-17
5210,325,Muito caro,2023-06-26
5211,880,Muito caro,2024-03-12
5212,621,Problemas técnicos,2023-09-15
5213,117,Problemas técnicos,2022-07-30
5214,274,Não usa mais,2023-02-24
5215,384,Problemas técnicos,2024-08-19
5216,455,Pouco conteúdo,2023-05-20
5217,408,Muito caro,2023-10-29
5218,337,Muito caro,2023-02-07
5219,661,Pouco conteúdo,2022-08-12
5220,40,Problemas técnicos,2023-04-08
5221,973,Pouco conteúdo,2022-06-14
5222,161,Problemas técnicos,2025-03-23
5223,249,Muito caro,2023-10-19
5224,309,Não usa mais,2022-10-07
5225,194,Não usa mais,2024-09-17
5226,506,Não usa mais,2023-04-07
5227,832,Pouco conteúdo,2024-09-02
5228,549,Pouco conteúdo,2024-07-15
5229,652,Pouco conteúdo,2023-08-22
5230,636,Problemas técnicos,2023-11-01
5231,821,Muito caro,2024-11-25
5232,899,Não usa mais,2024-10-21
5233,327,Muito caro,2024-01-04
5234,910,Pouco conteúdo,2024-10-18
5235,82,Muito caro,2022-11-08
5236,659,Muito caro,2023-05-06
5237,725,Problemas técnicos,2024-10-18
5238,766,Não usa mais,2022-12-02
5239,174,Não usa mais,2025-04-22
5240,65,Problemas técnicos,2024-04-16
5241,78,Pouco conteúdo,2024-04-06
5242,717,Não usa mais,2022-12-23
5243,650,Problemas técnicos,2022-12-17
5244,483,Pouco conteúdo,2022-11-13
5245,965,Pouco conteúdo,2024-03-09
5246,490,Muito caro,2022-08-11
5247,440,Não usa mais,2024-02-22
5248,602,Não usa mais,2024-07-03
5249,257,Pouco conteúdo,2023-10-01
5250,533,Problemas técnicos,2023-03-18
5251,890,Muito caro,2024-10-30
5252,840,Não usa mais,2025-03-06
5253,837,Pouco conteúdo,2024-08-01
5254,916,Pouco conteúdo,2022-06-19
5255,517,Pouco conteúdo,2023-04-29
5256,522,Problemas técnicos,2024-11-08
5257,696,Não usa mais,2023-01-11
5258,290,Muito caro,2023-11-05
5259,11,Muito caro,2025-05-04
5260,889,Problemas técnicos,2025-04-05
5261,191,Não usa mais,2024-06-04
5262,674,Muito caro,2024-08-01
5263,262,Não usa mais,2023-03-18
5264,936,Pouco conteúdo,2022-12-31
5265,859,Pouco conteúdo,2022-07-03
5266,595,Problemas técnicos,2024-10-01
5267,637,Problemas técnicos,2024-03-27
5268,921,Não usa mais,2024-05-10
5269,288,Não usa mais,2023-05-15
5270,51,Problemas técnicos,2025-03-11
5271,12,Problemas técnicos,2024-06-17
5272,663,Problemas técnicos,2023-07-16
5273,893,Problemas técnicos,2023-04-08
5274,843,Não usa mais,2023-02-25
5275,516,Problemas técnicos,2025-01-15
5276,852,Problemas técnicos,2024-08-28
5277,708,Não usa mais,2023-02-26
5278,667,Pouco conteúdo,2024-09-22
5279,74,Pouco conteúdo,2024-10-24
5280,990,Muito caro,2024-07-13
5281,143,Não usa mais,2023-07-25
5282,66,Pouco conteúdo,2022-06-26
5283,972,Problemas técnicos,2024-03-25
5284,340,Muito caro,2024-08-15
5285,127,Problemas técnicos,2024-05-25
5286,523,Muito caro,2024-10-15
5287,177,Muito caro,2025-02-20
5288,679,Muito caro,2024-01-07
5289,578,Muito caro,2024-04-26
5290,420,Muito caro,2024-08-21
5291,364,Pouco conteúdo,2022-12-26
5292,315,Muito caro,2023-06-16
5293,760,Pouco conteúdo,2025-01-04
5294,382,Pouco conteúdo,2022-09-03
5295,791,Pouco conteúdo,2024-06-25
5296,970,Pouco conteúdo,2024-04-12
5297,822,Pouco conteúdo,2024-09-14
5298,180,Problemas técnicos,2024-01-15
5299,871,Muito caro,2022-06-17
5300,735,Muito caro,2022-11-14
5301,153,Pouco conteúdo,2024-04-27
5302,999,Pouco conteúdo,2024-03-12
5303,634,Não usa mais,2022-10-03
5304,589,Muito caro,2023-02-15
5305,771,Muito caro,2024-04-30
5306,804,Problemas técnicos,2023-06-25
5307,318,Muito caro,2023-12-28
5308,258,Pouco conteúdo,2023-12-17
5309,600,Problemas técnicos,2024-01-24
5310,999,Problemas técnicos,2023-07-10
5311,95,Pouco conteúdo,2024-01-09
5312,955,Pouco conteúdo,2025-01-27
5313,520,Muito caro,2022-08-29
5314,13,Muito caro,2025-02-14
5315,452,Não usa mais,2022-07-13
5316,866,Não usa mais,2024-09-26
5317,661,Problemas técnicos,2023-02-18
5318,613,Muito caro,2025-05-13
5319,356,Muito caro,2023-12-18
5320,281,Muito caro,2023-03-10
5321,491,Pouco conteúdo,2023-11-22
5322,885,Pouco conteúdo,2022-12-12
5323,581,Muito caro,2023-11-22
5324,643,Pouco conteúdo,2024-10-08
5325,485,Problemas técnicos,2024-01-12
5326,285,Não usa mais,2025-04-24
5327,513,Muito caro,2024-02-17
5328,32,Muito caro,2025-02-13
5329,880,Não usa mais,2025-04-22
5330,14,Problemas técnicos,2024-06-05
5331,366,Pouco conteúdo,2023-07-15
5332,642,Problemas técnicos,2023-12-06
5333,213,Pouco conteúdo,2024-07-12
5334,288,Não usa mais,2023-05-25
5335,147,Problemas técnicos,2022-12-31
5336,780,Pouco conteúdo,2023-07-12
5337,542,Pouco conteúdo,2022-08-28
5338,731,Problemas técnicos,2024-02-19
5339,45,Muito caro,2024-05-18
5340,248,Muito caro,2022-12-09
5341,795,Não usa mais,2025-05-22
5342,772,Não usa mais,2022-08-18
5343,563,Muito caro,2024-02-29
5344,818,Não usa mais,2023-07-16
5345,495,Não usa mais,2024-12-24
5346,385,Problemas técnicos,2024-08-22
5347,296,Não usa mais,2024-10-26
5348,177,Pouco conteúdo,2023-07-14
5349,668,Muito caro,2025-04-14
5350,371,Não usa mais,2023-07-19
5351,409,Problemas técnicos,2025-05-06
5352,686,Problemas técnicos,2023-03-04
5353,957,Pouco conteúdo,2024-01-22
5354,905,Não usa mais,2023-08-06
5355,503,Pouco conteúdo,2023-02-25
5356,953,Não usa mais,2023-11-27
5357,183,Muito caro,2022-08-27
5358,151,Não usa mais,2024-05-02
5359,847,Pouco conteúdo,2023-12-28
5360,887,Muito caro,2023-01-27
5361,408,Pouco conteúdo,2022-09-06
5362,750,Pouco conteúdo,2023-02-21
5363,781,Pouco conteúdo,2024-05-22
5364,1,Problemas técnicos,2022-09-28
5365,281,Muito caro,2024-12-12
5366,985,Pouco conteúdo,2024-11-20
5367,154,Pouco conteúdo,2022-12-10
5368,888,Não usa mais,2023-03-24
5369,926,Problemas técnicos,2023-01-10
5370,103,Muito caro,2023-12-10
5371,527,Problemas técnicos,2025-04-29
5372,886,Não usa mais,2023-12-26
5373,664,Muito caro,2022-09-01
5374,860,Problemas técnicos,2022-07-26
5375,725,Não usa mais,2023-10-30
5376,700,Pouco conteúdo,2025-05-23
5377,917,Pouco conteúdo,2024-07-11
5378,971,Pouco conteúdo,2023-10-11
5379,157,Pouco conteúdo,2022-08-30
5380,252,Pouco conteúdo,2023-08-10
5381,400,Muito caro,2023-06-13
5382,164,Problemas técnicos,2023-05-15
5383,905,Pouco conteúdo,2025-05-19
5384,559,Não usa mais,2025-01-12
5385,780,Pouco conteúdo,2023-04-05
5386,919,Pouco conteúdo,2023-11-24
5387,87,Pouco conteúdo,2025-02-10
5388,70,Problemas técnicos,2023-06-11
5389,600,Pouco conteúdo,2024-02-07
5390,494,Problemas técnicos,2022-06-19
5391,620,Pouco conteúdo,2023-11-10
5392,351,Pouco conteúdo,2024-04-14
5393,48,Não usa mais,2025-06-04
5394,214,Pouco conteúdo,2023-08-29
5395,710,Pouco conteúdo,2024-05-26
5396,974,Problemas técnicos,2024-12-24
5397,423,Pouco conteúdo,2023-08-07
5398,740,Não usa mais,2023-02-20
5399,882,Não usa mais,2022-06-23
5400,866,Problemas técnicos,2022-12-23
5401,811,Não usa mais,2024-07-04
5402,782,Não usa mais,2022-10-28
5403,541,Problemas técnicos,2022-11-24
5404,659,Não usa mais,2022-08-07
5405,666,Não usa mais,2025-02-16
5406,755,Problemas técnicos,2022-08-19
5407,964,Pouco conteúdo,2022-12-10
5408,115,Problemas técnicos,2025-02-12
5409,305,Problemas técnicos,2023-12-01
5410,882,Muito caro,2023-11-13
5411,804,Problemas técnicos,2022-11-08
5412,777,Pouco conteúdo,2023-04-30
5413,425,Pouco conteúdo,2023-02-20
5414,625,Problemas técnicos,2024-07-05
5415,425,Problemas técnicos,2024-05-18
5416,447,Muito caro,2023-01-11
5417,77,Muito caro,2023-07-08
5418,176,Problemas técnicos,2024-02-21
5419,637,Pouco conteúdo,2023-12-23
5420,522,Problemas técnicos,2022-08-31
5421,819,Pouco conteúdo,2024-08-30
5422,364,Problemas técnicos,2024-03-19
5423,424,Não usa mais,2022-10-18
5424,80,Pouco conteúdo,2022-12-27
5425,549,Problemas técnicos,2023-08-31
5426,631,Pouco conteúdo,2023-04-14
5427,925,Pouco conteúdo,2022-08-29
5428,331,Pouco conteúdo,2025-01-24
5429,559,Muito caro,2024-02-04
5430,456,Muito caro,2025-02-17
5431,127,Problemas técnicos,2025-05-09
5432,215,Não usa mais,2023-02-09
5433,1000,Não usa mais,2023-01-06
5434,591,Muito caro,2023-09-09
5435,682,Não usa mais,2024-10-06
5436,383,Muito caro,2022-09-23
5437,670,Pouco conteúdo,2022-12-20
5438,615,Não usa mais,2022-09-18
5439,496,Pouco conteúdo,2025-06-06
5440,218,Pouco conteúdo,2024-05-29
5441,261,Pouco conteúdo,2022-10-31
5442,919,Pouco conteúdo,2022-07-22
5443,501,Muito caro,2023-05-05
5444,261,Não usa mais,2022-08-14
5445,13,Problemas técnicos,2023-03-01
5446,60,Pouco conteúdo,2025-02-26
5447,693,Problemas técnicos,2022-08-24
5448,243,Problemas técnicos,2023-08-22
5449,917,Não usa mais,2025-01-03
5450,603,Problemas técnicos,2022-12-28
5451,907,Não usa mais,2023-01-19
5452,226,Problemas técnicos,2024-04-06
5453,577,Problemas técnicos,2024-08-14
5454,742,Pouco conteúdo,2023-05-23
5455,504,Problemas técnicos,2024-02-18
5456,263,Pouco conteúdo,2023-11-08
5457,126,Pouco conteúdo,2024-10-03
5458,135,Muito caro,2024-03-25
5459,449,Muito caro,2023-10-09
5460,487,Não usa mais,2023-09-19
5461,216,Pouco conteúdo,2024-07-31
5462,867,Não usa mais,2022-11-19
5463,442,Não usa mais,2023-02-25
5464,514,Não usa mais,2022-10-14
5465,998,Não usa mais,2024-09-11
5466,648,Problemas técnicos,2023-07-23
5467,63,Pouco conteúdo,2022-12-10
5468,212,Não usa mais,2023-12-11
5469,449,Não usa mais,2022-07-14
5470,380,Pouco conteúdo,2024-07-08
5471,519,Muito caro,2022-07-26
5472,62,Pouco conteúdo,2024-08-08
5473,222,Não usa mais,2024-03-31
5474,69,Problemas técnicos,2025-03-11
5475,941,Muito caro,2024-12-18
5476,578,Muito caro,2022-10-22
5477,437,Não usa mais,2023-09-16
5478,218,Não usa mais,2023-01-05
5479,168,Pouco conteúdo,2025-04-19
5480,160,Não usa mais,2023-06-24
5481,113,Muito caro,2022-10-09
5482,209,Problemas técnicos,2023-11-02
5483,416,Problemas técnicos,2024-10-06
5484,76,Muito caro,2024-10-18
5485,334,Problemas técnicos,2025-04-25
5486,904,Muito caro,2022-09-18
5487,923,Não usa mais,2023-08-28
5488,143,Muito caro,2023-09-30
5489,252,Muito caro,2024-11-21
5490,460,Muito caro,2024-11-29
5491,834,Não usa mais,2024-05-12
5492,189,Muito caro,2023-06-19
5493,438,Problemas técnicos,2023-06-08
5494,611,Muito caro,2023-05-05
5495,911,Problemas técnicos,2023-06-30
5496,97,Pouco conteúdo,2023-07-20
5497,786,Muito caro,2023-05-15
5498,723,Problemas técnicos,2024-09-18
5499,740,Muito caro,2024-05-02
5500,236,Muito caro,2024-11-21
5501,865,Muito caro,2022-07-31
5502,541,Pouco conteúdo,2022-12-25
5503,416,Problemas técnicos,2024-06-24
5504,152,Pouco conteúdo,2023-03-17
5505,633,Não usa mais,2024-10-19
5506,960,Problemas técnicos,2024-03-08
5507,295,Problemas técnicos,2025-04-30
5508,410,Pouco conteúdo,2023-07-14
5509,163,Problemas técnicos,2024-03-23
5510,365,Muito caro,2023-05-18
5511,658,Não usa mais,2024-01-10
5512,858,Pouco conteúdo,2022-11-22
5513,404,Muito caro,2024-04-08
5514,901,Pouco conteúdo,2024-06-01
5515,415,Pouco conteúdo,2024-07-06
5516,432,Problemas técnicos,2024-07-02
5517,67,Muito caro,2023-01-20
5518,229,Pouco conteúdo,2022-12-21
5519,466,Pouco conteúdo,2024-03-07
5520,843,Pouco conteúdo,2022-06-15
5521,977,Pouco conteúdo,2023-03-03
5522,361,Muito caro,2023-10-20
5523,372,Não usa mais,2023-07-28
5524,741,Não usa mais,2024-04-22
5525,315,Não usa mais,2025-04-02
5526,444,Muito caro,2024-01-17
5527,373,Problemas técnicos,2024-11-18
5528,724,Não usa mais,2023-05-09
5529,679,Não usa mais,2023-03-20
5530,265,Não usa mais,2024-12-11
5531,619,Não usa mais,2022-11-03
5532,536,Problemas técnicos,2023-05-04
5533,438,Muito caro,2022-08-05
5534,141,Problemas técnicos,2024-01-30
5535,731,Pouco conteúdo,2025-04-04
5536,510,Muito caro,2023-03-29
5537,421,Não usa mais,2024-10-20
5538,877,Não usa mais,2025-01-17
5539,476,Problemas técnicos,2024-02-26
5540,519,Problemas técnicos,2023-03-13
5541,545,Não usa mais,2024-07-04
5542,165,Não usa mais,2023-04-24
5543,528,Problemas técnicos,2024-04-21
5544,20,Não usa mais,2023-05-26
5545,275,Muito caro,2024-02-27
5546,968,Não usa mais,2023-02-09
5547,563,Pouco conteúdo,2025-04-22
5548,963,Muito caro,2023-07-14
5549,601,Muito caro,2023-07-03
5550,406,Muito caro,2023-12-26
5551,460,Pouco conteúdo,2024-08-30
5552,94,Pouco conteúdo,2024-05-06
5553,348,Não usa mais,2023-03-03
5554,864,Pouco conteúdo,2023-03-10
5555,19,Pouco conteúdo,2025-02-07
5556,559,Problemas técnicos,2023-04-21
5557,569,Problemas técnicos,2022-11-29
5558,85,Não usa mais,2024-01-17
5559,467,Problemas técnicos,2023-05-20
5560,398,Problemas técnicos,2023-12-10
5561,280,Não usa mais,2024-09-27
5562,861,Não usa mais,2025-03-13
5563,997,Muito caro,2023-09-29
5564,234,Não usa mais,2025-04-19
5565,70,Não usa mais,2024-12-18
5566,293,Muito caro,2024-10-04
5567,819,Não usa mais,2023-08-10
5568,740,Problemas técnicos,2023-03-21
5569,82,Não usa mais,2025-05-19
5570,909,Muito caro,2023-04-05
5571,899,Pouco conteúdo,2023-11-25
5572,12,Não usa mais,2024-02-06
5573,972,Muito caro,2023-08-09
5574,121,Muito caro,2022-10-05
5575,953,Muito caro,2024-05-01
5576,592,Não usa mais,2022-08-26
5577,461,Problemas técnicos,2023-08-31
5578,480,Pouco conteúdo,2022-07-01
5579,100,Pouco conteúdo,2024-12-26
5580,791,Muito caro,2025-02-19
5581,992,Muito caro,2024-07-04
5582,156,Muito caro,2023-07-20
5583,903,Pouco conteúdo,2022-10-15
5584,40,Problemas técnicos,2023-01-18
5585,252,Não usa mais,2024-03-21
5586,378,Problemas técnicos,2024-04-02
5587,997,Pouco conteúdo,2023-03-04
5588,304,Pouco conteúdo,2024-07-24
5589,213,Pouco conteúdo,2022-08-29
5590,372,Problemas técnicos,2022-06-19
5591,8,Não usa mais,2022-10-16
5592,285,Pouco conteúdo,2023-09-28
5593,283,Pouco conteúdo,2023-04-30
5594,54,Problemas técnicos,2023-05-17
5595,581,Problemas técnicos,2023-12-27
5596,185,Não usa mais,2023-03-12
5597,266,Não usa mais,2023-02-05
5598,294,Muito caro,2022-08-16
5599,866,Pouco conteúdo,2024-07-11
5600,461,Pouco conteúdo,2023-09-09
5601,330,Pouco conteúdo,2025-01-12
5602,902,Não usa mais,2023-06-28
5603,765,Não usa mais,2024-05-26
5604,965,Não usa mais,2025-01-31
5605,506,Muito caro,2024-06-30
5606,828,Pouco conteúdo,2024-02-19
5607,604,Pouco conteúdo,2022-12-06
5608,949,Não usa mais,2022-08-16
5609,170,Problemas técnicos,2024-02-26
5610,271,Pouco conteúdo,2023-01-08
5611,156,Não usa mais,2024-12-15
5612,640,Problemas técnicos,2024-04-22
5613,18,Pouco conteúdo,2023-02-03
5614,295,Não usa mais,2024-08-13
5615,978,Não usa mais,2023-12-01
5616,696,Não usa mais,2024-08-07
5617,729,Pouco conteúdo,2025-05-05
5618,247,Pouco conteúdo,2025-02-19
5619,369,Pouco conteúdo,2024-06-30
5620,546,Problemas técnicos,2024-08-05
5621,653,Pouco conteúdo,2022-08-12
5622,119,Pouco conteúdo,2024-08-23
5623,259,Não usa mais,2025-02-02
5624,257,Muito caro,2023-11-23
5625,71,Problemas técnicos,2025-01-09
5626,329,Não usa mais,2024-03-03
5627,744,Pouco conteúdo,2022-07-04
5628,2,Não usa mais,2024-11-26
5629,980,Não usa mais,2024-04-14
5630,195,Pouco conteúdo,2025-02-13
5631,345,Não usa mais,2023-11-26
5632,314,Pouco conteúdo,2024-02-13
5633,993,Não usa mais,2025-02-16
5634,458,Muito caro,2024-11-11
5635,751,Não usa mais,2025-03-25
5636,902,Não usa mais,2024-07-12
5637,659,Problemas técnicos,2024-02-26
5638,773,Muito caro,2024-12-21
5639,723,Muito caro,2022-09-03
5640,999,Não usa mais,2025-02-24
5641,705,Não usa mais,2025-03-09
5642,695,Problemas técnicos,2023-12-31
5643,467,Pouco conteúdo,2024-09-23
5644,961,Pouco conteúdo,2025-01-02
5645,471,Não usa mais,2024-02-25
5646,565,Não usa mais,2023-05-01
5647,379,Problemas técnicos,2023-08-19
5648,756,Não usa mais,2023-06-17
5649,512,Não usa mais,2024-03-14
5650,138,Não usa mais,2023-04-05
5651,357,Problemas técnicos,2024-02-27
5652,511,Muito caro,2024-11-29
5653,627,Não usa mais,2024-08-26
5654,632,Não usa mais,2022-07-30
5655,288,Problemas técnicos,2022-12-02
5656,417,Problemas técnicos,2024-05-07
5657,354,Problemas técnicos,2025-03-16
5658,577,Pouco conteúdo,2024-03-11
5659,521,Pouco conteúdo,2023-07-07
5660,477,Problemas técnicos,2024-09-17
5661,142,Não usa mais,2025-01-31
5662,869,Não usa mais,2025-02-24
5663,633,Não usa mais,2022-07-03
5664,8,Pouco conteúdo,2024-10-02
5665,831,Muito caro,2022-12-04
5666,104,Muito caro,2023-04-12
5667,758,Não usa mais,2023-02-26
5668,451,Problemas técnicos,2022-11-06
5669,212,Muito caro,2024-02-17
5670,13,Pouco conteúdo,2024-02-09
5671,536,Problemas técnicos,2022-11-12
5672,839,Não usa mais,2023-03-17
5673,913,Problemas técnicos,2025-01-27
5674,551,Problemas técnicos,2025-06-12
5675,289,Não usa mais,2023-09-06
5676,522,Muito caro,2025-03-22
5677,881,Não usa mais,2024-12-26
5678,815,Não usa mais,2022-06-28
5679,897,Problemas técnicos,2025-06-01
5680,759,Muito caro,2024-05-14
5681,232,Pouco conteúdo,2024-10-29
5682,238,Muito caro,2024-11-04
5683,293,Problemas técnicos,2024-09-25
5684,885,Pouco conteúdo,2025-02-20
5685,374,Pouco conteúdo,2024-03-13
5686,488,Problemas técnicos,2024-09-26
5687,641,Muito caro,2023-03-12
5688,800,Não usa mais,2023-12-07
5689,595,Muito caro,2023-04-16
5690,898,Muito caro,2025-04-05
5691,39,Pouco conteúdo,2022-12-03
5692,478,Problemas técnicos,2023-05-02
5693,133,Muito caro,2025-01-30
5694,510,Não usa mais,2025-04-07
5695,788,Problemas técnicos,2024-12-03
5696,979,Problemas técnicos,2022-09-18
5697,753,Pouco conteúdo,2023-04-25
5698,646,Muito caro,2023-01-30
5699,617,Pouco conteúdo,2023-06-16
5700,932,Pouco conteúdo,2023-02-25
5701,912,Pouco conteúdo,2024-04-08
5702,787,Pouco conteúdo,2023-01-05
5703,821,Não usa mais,2024-06-04
5704,236,Pouco conteúdo,2025-04-21
5705,295,Pouco conteúdo,2024-07-28
5706,625,Problemas técnicos,2025-01-15
5707,183,Não usa mais,2023-03-05
5708,476,Muito caro,2022-10-09
5709,275,Pouco conteúdo,2023-10-13
5710,275,Pouco conteúdo,2022-08-11
5711,252,Não usa mais,2025-03-20
5712,549,Pouco conteúdo,2024-08-22
5713,635,Não usa mais,2024-12-23
5714,86,Pouco conteúdo,2024-01-21
5715,439,Muito caro,2024-12-02
5716,934,Pouco conteúdo,2023-01-30
5717,242,Muito caro,2024-10-06
5718,154,Muito caro,2023-03-27
5719,369,Muito caro,2022-12-24
5720,937,Muito caro,2023-06-27
5721,642,Muito caro,2023-02-27
5722,855,Muito caro,2023-04-20
5723,589,Pouco conteúdo,2025-01-03
5724,888,Muito caro,2023-12-04
5725,657,Problemas técnicos,2022-10-22
5726,273,Muito caro,2025-05-19
5727,783,Não usa mais,2024-09-05
5728,247,Muito caro,2023-11-18
5729,266,Muito caro,2022-09-08
5730,4,Problemas técnicos,2024-09-07
5731,913,Problemas técnicos,2024-03-07
5732,549,Problemas técnicos,2022-09-10
5733,561,Problemas técnicos,2022-12-04
5734,992,Muito caro,2024-06-13
5735,940,Não usa mais,2023-01-06
5736,177,Problemas técnicos,2024-12-13
5737,93,Muito caro,2023-11-12
5738,655,Pouco conteúdo,2024-03-21
5739,119,Pouco conteúdo,2022-11-20
5740,179,Problemas técnicos,2022-12-31
5741,545,Pouco conteúdo,2024-05-31
5742,293,Não usa mais,2024-08-10
5743,536,Muito caro,2023-02-18
5744,243,Problemas técnicos,2022-09-14
5745,237,Não usa mais,2023-01-26
5746,58,Problemas técnicos,2025-05-15
5747,920,Pouco conteúdo,2022-09-26
5748,54,Não usa mais,2024-01-10
5749,150,Não usa mais,2024-09-03
5750,570,Pouco conteúdo,2022-09-30
5751,153,Não usa mais,2024-12-02
5752,767,Problemas técnicos,2024-01-06
5753,835,Pouco conteúdo,2023-04-19
5754,606,Pouco conteúdo,2023-06-08
5755,185,Muito caro,2023-09-10
5756,206,Muito caro,2022-11-09
5757,321,Pouco conteúdo,2023-05-01
5758,433,Problemas técnicos,2024-09-27
5759,693,Muito caro,2023-01-02
5760,49,Problemas técnicos,2024-08-05
5761,118,Muito caro,2023-03-06
5762,528,Não usa mais,2025-04-09
5763,552,Problemas técnicos,2024-02-26
5764,147,Pouco conteúdo,2023-06-09
5765,160,Muito caro,2024-09-06
5766,789,Muito caro,2022-09-26
5767,680,Pouco conteúdo,2022-08-05
5768,404,Não usa mais,2024-12-07
5769,861,Pouco conteúdo,2023-02-19
5770,33,Problemas técnicos,2023-05-05
5771,5,Problemas técnicos,2024-03-06
5772,519,Problemas técnicos,2022-12-22
5773,705,Muito caro,2022-09-04
5774,507,Problemas técnicos,2024-04-06
5775,599,Problemas técnicos,2024-08-26
5776,560,Problemas técnicos,2023-05-28
5777,110,Muito caro,2022-09-21
5778,893,Não usa mais,2025-04-01
5779,57,Pouco conteúdo,2023-03-02
5780,185,Muito caro,2024-07-02
5781,762,Muito caro,2024-01-02
5782,935,Não usa mais,2023-08-19
5783,718,Pouco conteúdo,2025-03-07
5784,749,Muito caro,2024-05-07
5785,214,Não usa mais,2023-07-09
5786,899,Problemas técnicos,2024-10-22
5787,649,Muito caro,2023-12-13
5788,714,Problemas técnicos,2023-04-10
5789,867,Problemas técnicos,2024-04-14
5790,758,Pouco conteúdo,2024-09-18
5791,824,Problemas técnicos,2023-07-10
5792,587,Muito caro,2023-12-13
5793,616,Problemas técnicos,2025-01-24
5794,160,Não usa mais,2022-07-20
5795,42,Não usa mais,2025-02-07
5796,685,Muito caro,2025-05-15
5797,154,Pouco conteúdo,2023-07-07
5798,92,Problemas técnicos,2022-11-02
5799,213,Pouco conteúdo,2023-08-08
5800,737,Problemas técnicos,2023-09-04
5801,771,Pouco conteúdo,2025-05-13
5802,401,Problemas técnicos,2022-08-07
5803,37,Problemas técnicos,2023-08-13
5804,145,Pouco conteúdo,2025-05-20
5805,287,Pouco conteúdo,2022-09-16
5806,71,Pouco conteúdo,2023-04-01
5807,283,Pouco conteúdo,2022-09-06
5808,757,Pouco conteúdo,2025-04-25
5809,219,Problemas técnicos,2023-06-07
5810,500,Problemas técnicos,2024-02-19
5811,140,Pouco conteúdo,2022-08-02
5812,696,Problemas técnicos,2022-11-09
5813,950,Não usa mais,2022-07-31
5814,998,Problemas técnicos,2023-04-21
5815,680,Não usa mais,2023-11-20
5816,759,Pouco conteúdo,2024-07-27
5817,310,Não usa mais,2024-12-02
5818,703,Não usa mais,2024-09-24
5819,671,Problemas técnicos,2024-08-31
5820,71,Muito caro,2023-04-13
5821,175,Problemas técnicos,2024-03-09
5822,447,Não usa mais,2023-03-10
5823,260,Pouco conteúdo,2024-07-27
5824,424,Não usa mais,2023-10-28
5825,688,Problemas técnicos,2023-03-13
5826,606,Muito caro,2025-04-04
5827,96,Problemas técnicos,2022-09-13
5828,557,Problemas técnicos,2024-07-19
5829,952,Muito caro,2022-07-16
5830,249,Muito caro,2025-02-03
5831,53,Não usa mais,2024-04-08
5832,775,Problemas técnicos,2024-11-13
5833,892,Muito caro,2023-03-01
5834,71,Problemas técnicos,2023-04-19
5835,294,Não usa mais,2023-09-06
5836,309,Problemas técnicos,2022-11-30
5837,895,Problemas técnicos,2025-06-06
5838,579,Pouco conteúdo,2024-07-01
5839,464,Não usa mais,2023-04-27
5840,625,Problemas técnicos,2023-03-05
5841,274,Muito caro,2023-09-08
5842,938,Problemas técnicos,2025-06-07
5843,648,Problemas técnicos,2025-01-11
